origin,destination,total,type
110,155,46,raw_am
110,157,37,raw_am
110,173,6,raw_am
110,187,6,raw_am
110,231,45,raw_am
110,290,83,raw_am
110,292,37,raw_am
110,301,24,raw_am
110,306,84,raw_am
110,316,40,raw_am
110,391,180,raw_am
110,473,26,raw_am
110,564,21,raw_am
110,592,8,raw_am
113,21,12,raw_am
113,35,21,raw_am
113,36,31,raw_am
113,38,42,raw_am
113,47,25,raw_am
113,51,18,raw_am
113,52,34,raw_am
113,55,22,raw_am
113,66,21,raw_am
113,67,21,raw_am
113,70,32,raw_am
113,77,6,raw_am
113,90,26,raw_am
113,91,24,raw_am
113,92,4,raw_am
113,95,47,raw_am
113,121,37,raw_am
113,125,55,raw_am
113,134,15,raw_am
113,173,21,raw_am
113,179,41,raw_am
113,189,12,raw_am
113,202,4,raw_am
113,282,33,raw_am
113,301,26,raw_am
113,371,41,raw_am
113,392,4,raw_am
114,19,5,raw_am
114,39,21,raw_am
114,45,6,raw_am
114,57,37,raw_am
114,58,17,raw_am
114,63,42,raw_am
114,65,37,raw_am
114,66,24,raw_am
114,67,33,raw_am
114,76,4,raw_am
114,78,31,raw_am
114,89,21,raw_am
114,113,14,raw_am
114,125,13,raw_am
114,202,61,raw_am
114,218,34,raw_am
114,301,19,raw_am
114,356,4,raw_am
114,484,16,raw_am
115,38,46,raw_am
115,44,34,raw_am
115,52,50,raw_am
115,53,42,raw_am
115,54,60,raw_am
115,67,39,raw_am
115,71,19,raw_am
115,93,24,raw_am
115,125,58,raw_am
115,242,21,raw_am
115,525,5,raw_am
116,5,26,raw_am
116,23,19,raw_am
116,43,38,raw_am
116,49,4,raw_am
116,51,22,raw_am
116,54,21,raw_am
116,55,11,raw_am
116,64,17,raw_am
116,65,36,raw_am
116,69,8,raw_am
116,77,21,raw_am
116,117,19,raw_am
116,218,17,raw_am
116,230,13,raw_am
116,296,18,raw_am
116,371,19,raw_am
116,394,7,raw_am
116,454,15,raw_am
117,25,64,raw_am
117,34,7,raw_am
117,38,23,raw_am
117,43,14,raw_am
117,55,41,raw_am
117,56,13,raw_am
117,57,26,raw_am
117,65,6,raw_am
117,68,13,raw_am
117,70,18,raw_am
117,101,20,raw_am
117,107,39,raw_am
117,160,17,raw_am
117,170,19,raw_am
117,197,7,raw_am
117,290,66,raw_am
117,345,13,raw_am
117,347,66,raw_am
117,371,17,raw_am
117,415,23,raw_am
117,442,13,raw_am
118,4,8,raw_am
118,46,25,raw_am
118,51,10,raw_am
118,54,6,raw_am
118,56,12,raw_am
118,57,18,raw_am
118,60,34,raw_am
118,65,91,raw_am
118,67,14,raw_am
118,76,44,raw_am
118,290,18,raw_am
118,313,17,raw_am
118,371,34,raw_am
118,391,19,raw_am
118,454,10,raw_am
119,21,53,raw_am
119,25,26,raw_am
119,35,24,raw_am
119,36,51,raw_am
119,40,52,raw_am
119,42,18,raw_am
119,45,11,raw_am
119,49,21,raw_am
119,50,41,raw_am
119,51,19,raw_am
119,52,100,raw_am
119,54,71,raw_am
119,55,50,raw_am
119,56,45,raw_am
119,57,31,raw_am
119,62,26,raw_am
119,63,23,raw_am
119,66,26,raw_am
119,68,39,raw_am
119,69,60,raw_am
119,72,22,raw_am
119,77,20,raw_am
119,78,27,raw_am
119,89,62,raw_am
119,110,25,raw_am
119,122,51,raw_am
119,183,19,raw_am
119,187,26,raw_am
119,201,26,raw_am
119,204,25,raw_am
119,209,42,raw_am
119,220,26,raw_am
119,231,38,raw_am
119,268,27,raw_am
119,270,44,raw_am
119,313,46,raw_am
119,331,25,raw_am
119,391,19,raw_am
119,393,26,raw_am
119,415,71,raw_am
119,476,25,raw_am
119,490,37,raw_am
119,522,19,raw_am
119,532,28,raw_am
120,21,24,raw_am
120,36,14,raw_am
120,38,18,raw_am
120,43,51,raw_am
120,46,51,raw_am
120,51,26,raw_am
120,53,14,raw_am
120,54,61,raw_am
120,55,33,raw_am
120,57,21,raw_am
120,63,14,raw_am
120,67,39,raw_am
120,68,25,raw_am
120,71,4,raw_am
120,89,37,raw_am
120,91,44,raw_am
120,125,20,raw_am
120,173,19,raw_am
120,187,6,raw_am
120,200,21,raw_am
120,203,24,raw_am
120,204,6,raw_am
120,427,25,raw_am
120,448,14,raw_am
120,566,8,raw_am
121,55,37,raw_am
122,21,25,raw_am
122,26,12,raw_am
122,29,25,raw_am
122,36,25,raw_am
122,38,67,raw_am
122,47,13,raw_am
122,49,22,raw_am
122,50,10,raw_am
122,52,69,raw_am
122,55,97,raw_am
122,57,74,raw_am
122,63,12,raw_am
122,65,22,raw_am
122,66,39,raw_am
122,67,13,raw_am
122,68,23,raw_am
122,70,21,raw_am
122,74,9,raw_am
122,75,9,raw_am
122,77,28,raw_am
122,93,4,raw_am
122,113,10,raw_am
122,119,18,raw_am
122,173,7,raw_am
122,210,25,raw_am
122,211,25,raw_am
122,287,13,raw_am
122,358,25,raw_am
123,33,18,raw_am
123,37,12,raw_am
123,38,26,raw_am
123,50,26,raw_am
123,51,61,raw_am
123,54,25,raw_am
123,57,11,raw_am
123,58,15,raw_am
123,68,20,raw_am
123,69,22,raw_am
123,72,25,raw_am
123,371,20,raw_am
123,443,30,raw_am
124,36,17,raw_am
124,37,26,raw_am
124,38,83,raw_am
124,45,51,raw_am
124,48,19,raw_am
124,49,16,raw_am
124,51,15,raw_am
124,53,16,raw_am
124,54,28,raw_am
124,56,15,raw_am
124,57,15,raw_am
124,58,9,raw_am
124,59,91,raw_am
124,63,71,raw_am
124,67,19,raw_am
124,71,21,raw_am
124,76,8,raw_am
124,78,14,raw_am
124,80,46,raw_am
124,105,14,raw_am
124,127,5,raw_am
124,259,17,raw_am
124,306,62,raw_am
124,424,20,raw_am
124,493,77,raw_am
125,21,43,raw_am
125,23,33,raw_am
125,35,19,raw_am
125,37,9,raw_am
125,45,22,raw_am
125,46,17,raw_am
125,49,25,raw_am
125,51,55,raw_am
125,52,7,raw_am
125,53,34,raw_am
125,54,16,raw_am
125,55,20,raw_am
125,56,15,raw_am
125,60,5,raw_am
125,65,19,raw_am
125,67,11,raw_am
125,68,12,raw_am
125,69,4,raw_am
125,74,18,raw_am
125,105,19,raw_am
125,107,19,raw_am
125,114,9,raw_am
125,205,12,raw_am
125,223,6,raw_am
125,290,42,raw_am
125,391,12,raw_am
125,413,29,raw_am
125,589,34,raw_am
126,38,10,raw_am
126,43,34,raw_am
126,46,6,raw_am
126,52,10,raw_am
126,54,49,raw_am
126,55,6,raw_am
126,63,9,raw_am
126,66,18,raw_am
126,101,13,raw_am
126,221,24,raw_am
126,231,16,raw_am
126,297,51,raw_am
126,301,5,raw_am
127,36,35,raw_am
127,41,27,raw_am
127,52,15,raw_am
127,54,14,raw_am
127,57,15,raw_am
127,60,9,raw_am
127,65,16,raw_am
127,69,21,raw_am
127,89,11,raw_am
127,124,5,raw_am
127,161,11,raw_am
127,210,8,raw_am
127,211,17,raw_am
127,288,20,raw_am
127,301,27,raw_am
127,313,8,raw_am
128,37,95,raw_am
128,55,27,raw_am
128,57,26,raw_am
128,113,30,raw_am
128,127,14,raw_am
128,203,23,raw_am
128,476,27,raw_am
129,20,11,raw_am
129,29,15,raw_am
129,43,15,raw_am
129,50,18,raw_am
129,51,51,raw_am
129,52,16,raw_am
129,56,8,raw_am
129,57,19,raw_am
129,58,15,raw_am
129,68,24,raw_am
129,77,15,raw_am
129,122,37,raw_am
129,145,11,raw_am
129,151,93,raw_am
129,313,10,raw_am
129,391,56,raw_am
129,393,11,raw_am
129,530,24,raw_am
130,36,18,raw_am
130,44,48,raw_am
130,50,46,raw_am
130,51,95,raw_am
130,52,15,raw_am
130,53,36,raw_am
130,55,48,raw_am
130,59,8,raw_am
130,65,14,raw_am
130,67,20,raw_am
130,68,24,raw_am
130,77,10,raw_am
130,90,20,raw_am
130,114,105,raw_am
130,115,14,raw_am
130,125,48,raw_am
130,151,45,raw_am
130,202,9,raw_am
130,203,14,raw_am
130,204,20,raw_am
130,290,25,raw_am
130,391,18,raw_am
131,46,5,raw_am
131,54,15,raw_am
131,65,11,raw_am
131,71,18,raw_am
131,73,31,raw_am
131,93,27,raw_am
131,125,31,raw_am
131,127,17,raw_am
131,134,70,raw_am
131,140,20,raw_am
131,144,9,raw_am
131,156,24,raw_am
131,158,39,raw_am
131,197,9,raw_am
131,290,116,raw_am
131,317,14,raw_am
131,340,5,raw_am
131,371,77,raw_am
131,404,10,raw_am
131,408,32,raw_am
132,54,7,raw_am
132,57,24,raw_am
132,65,27,raw_am
132,68,24,raw_am
132,69,76,raw_am
132,137,11,raw_am
132,200,24,raw_am
132,209,12,raw_am
132,389,23,raw_am
132,394,21,raw_am
132,423,28,raw_am
132,443,11,raw_am
132,446,24,raw_am
132,476,34,raw_am
133,36,83,raw_am
133,50,31,raw_am
133,52,11,raw_am
133,54,11,raw_am
133,68,100,raw_am
133,90,9,raw_am
133,116,6,raw_am
133,125,28,raw_am
133,134,112,raw_am
133,135,23,raw_am
133,146,28,raw_am
133,151,156,raw_am
133,152,20,raw_am
133,159,54,raw_am
133,187,89,raw_am
133,362,33,raw_am
133,371,31,raw_am
133,372,25,raw_am
133,505,45,raw_am
133,594,23,raw_am
134,35,4,raw_am
134,36,4,raw_am
134,52,39,raw_am
134,53,9,raw_am
134,55,15,raw_am
134,65,4,raw_am
134,68,32,raw_am
134,78,5,raw_am
134,92,8,raw_am
134,107,12,raw_am
134,114,15,raw_am
134,195,16,raw_am
134,211,12,raw_am
134,214,30,raw_am
134,301,5,raw_am
134,346,12,raw_am
134,391,9,raw_am
135,55,9,raw_am
135,57,4,raw_am
135,58,7,raw_am
135,159,9,raw_am
135,179,8,raw_am
135,427,32,raw_am
135,506,16,raw_am
137,36,16,raw_am
137,39,77,raw_am
137,45,20,raw_am
137,56,49,raw_am
137,59,10,raw_am
137,68,16,raw_am
137,115,19,raw_am
137,134,46,raw_am
137,149,33,raw_am
137,151,54,raw_am
137,187,29,raw_am
137,189,24,raw_am
137,195,16,raw_am
137,210,50,raw_am
137,371,29,raw_am
137,391,67,raw_am
137,393,16,raw_am
137,414,16,raw_am
138,45,21,raw_am
138,51,52,raw_am
138,68,39,raw_am
138,71,39,raw_am
138,132,18,raw_am
138,149,48,raw_am
138,165,55,raw_am
138,218,48,raw_am
138,385,45,raw_am
138,450,20,raw_am
139,36,48,raw_am
139,38,29,raw_am
139,45,67,raw_am
139,52,26,raw_am
139,55,19,raw_am
139,58,10,raw_am
139,60,8,raw_am
139,67,17,raw_am
139,74,34,raw_am
139,79,21,raw_am
139,94,34,raw_am
139,103,65,raw_am
139,149,30,raw_am
139,157,60,raw_am
139,158,32,raw_am
139,179,107,raw_am
139,204,34,raw_am
139,211,95,raw_am
139,223,28,raw_am
139,414,34,raw_am
139,415,33,raw_am
139,530,96,raw_am
139,578,53,raw_am
140,26,50,raw_am
140,49,19,raw_am
140,60,42,raw_am
140,69,46,raw_am
140,89,42,raw_am
140,107,7,raw_am
140,125,24,raw_am
140,157,47,raw_am
140,182,18,raw_am
140,336,8,raw_am
142,35,29,raw_am
142,43,5,raw_am
142,52,5,raw_am
142,70,22,raw_am
142,73,30,raw_am
142,101,14,raw_am
142,118,21,raw_am
142,138,12,raw_am
142,149,37,raw_am
142,157,37,raw_am
142,169,26,raw_am
142,307,24,raw_am
143,35,37,raw_am
143,38,54,raw_am
143,51,7,raw_am
143,52,20,raw_am
143,56,20,raw_am
143,65,47,raw_am
143,71,8,raw_am
143,80,11,raw_am
143,114,58,raw_am
143,124,118,raw_am
143,210,38,raw_am
143,216,27,raw_am
143,309,98,raw_am
143,371,15,raw_am
143,391,188,raw_am
143,408,35,raw_am
144,35,8,raw_am
144,57,81,raw_am
144,75,7,raw_am
144,395,100,raw_am
145,21,30,raw_am
145,29,30,raw_am
145,48,14,raw_am
145,53,56,raw_am
145,55,55,raw_am
145,89,30,raw_am
145,101,30,raw_am
145,122,16,raw_am
145,125,167,raw_am
145,131,167,raw_am
145,142,39,raw_am
145,210,18,raw_am
145,476,30,raw_am
146,142,10,raw_am
147,19,17,raw_am
147,25,98,raw_am
147,36,5,raw_am
147,49,5,raw_am
147,55,140,raw_am
147,56,5,raw_am
147,57,14,raw_am
147,58,5,raw_am
147,62,5,raw_am
147,65,57,raw_am
147,66,31,raw_am
147,68,5,raw_am
147,69,6,raw_am
147,107,12,raw_am
147,146,70,raw_am
147,202,5,raw_am
147,211,6,raw_am
147,392,6,raw_am
148,17,15,raw_am
148,25,7,raw_am
148,58,12,raw_am
148,101,27,raw_am
148,107,15,raw_am
148,113,40,raw_am
148,150,18,raw_am
148,290,34,raw_am
149,38,26,raw_am
149,52,40,raw_am
149,175,143,raw_am
149,228,26,raw_am
149,279,54,raw_am
150,36,69,raw_am
150,37,77,raw_am
150,49,14,raw_am
150,51,19,raw_am
150,53,13,raw_am
150,55,34,raw_am
150,56,31,raw_am
150,57,29,raw_am
150,59,296,raw_am
150,65,22,raw_am
150,71,14,raw_am
150,93,22,raw_am
150,101,41,raw_am
150,157,11,raw_am
150,158,29,raw_am
150,170,22,raw_am
150,187,18,raw_am
150,236,36,raw_am
150,301,9,raw_am
150,371,31,raw_am
150,452,41,raw_am
150,481,41,raw_am
151,54,85,raw_am
151,60,10,raw_am
151,107,30,raw_am
151,144,60,raw_am
151,163,13,raw_am
151,171,30,raw_am
151,191,49,raw_am
151,211,60,raw_am
151,448,29,raw_am
151,564,60,raw_am
152,36,18,raw_am
152,45,53,raw_am
152,47,12,raw_am
152,54,18,raw_am
152,169,31,raw_am
152,182,36,raw_am
152,203,5,raw_am
153,25,30,raw_am
153,36,14,raw_am
153,37,52,raw_am
153,38,38,raw_am
153,40,11,raw_am
153,46,11,raw_am
153,47,36,raw_am
153,59,20,raw_am
153,65,17,raw_am
153,66,34,raw_am
153,71,23,raw_am
153,89,19,raw_am
153,131,24,raw_am
153,137,59,raw_am
153,144,21,raw_am
153,149,28,raw_am
153,151,103,raw_am
153,157,31,raw_am
153,158,80,raw_am
153,166,5,raw_am
153,187,32,raw_am
153,195,36,raw_am
153,196,12,raw_am
153,200,47,raw_am
153,230,19,raw_am
153,391,15,raw_am
153,399,25,raw_am
153,400,23,raw_am
153,402,17,raw_am
153,414,14,raw_am
153,430,35,raw_am
154,21,45,raw_am
154,25,32,raw_am
154,29,11,raw_am
154,35,29,raw_am
154,49,8,raw_am
154,52,13,raw_am
154,54,24,raw_am
154,56,25,raw_am
154,61,11,raw_am
154,66,14,raw_am
154,69,11,raw_am
154,76,27,raw_am
154,94,18,raw_am
154,101,32,raw_am
154,154,17,raw_am
154,157,17,raw_am
154,158,52,raw_am
154,184,9,raw_am
154,191,29,raw_am
154,195,18,raw_am
154,313,14,raw_am
154,392,43,raw_am
154,414,42,raw_am
155,25,11,raw_am
155,56,9,raw_am
155,67,14,raw_am
155,205,21,raw_am
155,316,25,raw_am
158,5,22,raw_am
158,25,23,raw_am
158,35,37,raw_am
158,36,62,raw_am
158,38,35,raw_am
158,39,22,raw_am
158,46,32,raw_am
158,51,26,raw_am
158,55,10,raw_am
158,56,11,raw_am
158,57,45,raw_am
158,71,11,raw_am
158,73,18,raw_am
158,174,55,raw_am
158,178,32,raw_am
158,179,25,raw_am
158,195,12,raw_am
158,200,13,raw_am
158,391,41,raw_am
158,452,32,raw_am
160,54,33,raw_am
161,21,38,raw_am
161,25,62,raw_am
161,52,31,raw_am
161,53,38,raw_am
161,65,16,raw_am
161,89,24,raw_am
161,144,34,raw_am
161,147,17,raw_am
161,158,22,raw_am
161,200,23,raw_am
161,223,23,raw_am
161,252,27,raw_am
161,425,21,raw_am
161,448,16,raw_am
162,69,20,raw_am
162,104,8,raw_am
162,122,54,raw_am
162,158,48,raw_am
162,210,48,raw_am
162,211,8,raw_am
162,241,12,raw_am
162,283,11,raw_am
163,37,36,raw_am
163,49,28,raw_am
163,51,9,raw_am
163,53,49,raw_am
163,57,25,raw_am
163,65,33,raw_am
163,66,6,raw_am
163,67,22,raw_am
163,69,7,raw_am
163,101,11,raw_am
163,104,21,raw_am
163,110,22,raw_am
163,175,7,raw_am
163,182,24,raw_am
163,371,33,raw_am
163,391,7,raw_am
164,20,10,raw_am
164,21,18,raw_am
164,35,8,raw_am
164,45,8,raw_am
164,52,22,raw_am
164,56,148,raw_am
164,57,20,raw_am
164,65,16,raw_am
164,66,10,raw_am
164,71,12,raw_am
164,96,12,raw_am
164,101,5,raw_am
164,114,24,raw_am
164,144,83,raw_am
164,200,74,raw_am
164,209,10,raw_am
164,211,23,raw_am
164,273,8,raw_am
164,452,69,raw_am
165,4,9,raw_am
165,35,5,raw_am
165,36,5,raw_am
165,51,104,raw_am
165,52,19,raw_am
165,55,42,raw_am
165,65,19,raw_am
165,66,46,raw_am
165,75,5,raw_am
165,95,26,raw_am
165,104,104,raw_am
165,165,20,raw_am
165,187,42,raw_am
165,210,12,raw_am
165,212,6,raw_am
165,301,16,raw_am
165,306,30,raw_am
165,391,36,raw_am
165,442,25,raw_am
166,4,6,raw_am
166,35,18,raw_am
166,36,6,raw_am
166,38,23,raw_am
166,49,8,raw_am
166,50,61,raw_am
166,51,17,raw_am
166,54,111,raw_am
166,55,8,raw_am
166,56,19,raw_am
166,68,11,raw_am
166,97,5,raw_am
166,114,39,raw_am
166,125,251,raw_am
166,157,86,raw_am
166,211,39,raw_am
166,243,126,raw_am
166,299,5,raw_am
166,452,8,raw_am
166,552,21,raw_am
167,16,7,raw_am
167,37,64,raw_am
167,40,9,raw_am
167,50,24,raw_am
167,57,24,raw_am
167,69,7,raw_am
167,74,7,raw_am
167,79,27,raw_am
167,97,27,raw_am
167,191,17,raw_am
167,332,7,raw_am
169,36,20,raw_am
169,37,6,raw_am
169,51,42,raw_am
169,54,24,raw_am
169,55,20,raw_am
169,56,70,raw_am
169,60,15,raw_am
169,63,40,raw_am
169,69,94,raw_am
169,71,12,raw_am
169,90,10,raw_am
169,211,53,raw_am
169,212,12,raw_am
169,391,20,raw_am
169,427,17,raw_am
169,529,36,raw_am
170,32,9,raw_am
170,36,38,raw_am
170,38,6,raw_am
170,49,9,raw_am
170,51,12,raw_am
170,52,4,raw_am
170,53,24,raw_am
170,54,29,raw_am
170,55,11,raw_am
170,62,10,raw_am
170,68,10,raw_am
170,101,14,raw_am
170,144,29,raw_am
170,173,5,raw_am
170,215,15,raw_am
170,287,29,raw_am
170,418,4,raw_am
170,428,22,raw_am
171,15,95,raw_am
171,43,14,raw_am
171,45,16,raw_am
171,56,14,raw_am
171,65,23,raw_am
171,69,23,raw_am
171,71,14,raw_am
171,85,15,raw_am
171,107,19,raw_am
171,200,45,raw_am
171,211,47,raw_am
171,214,50,raw_am
171,391,15,raw_am
172,20,50,raw_am
172,25,5,raw_am
172,42,11,raw_am
172,47,10,raw_am
172,55,25,raw_am
172,56,13,raw_am
172,57,35,raw_am
172,60,11,raw_am
172,65,62,raw_am
172,68,19,raw_am
172,69,35,raw_am
172,73,9,raw_am
172,77,5,raw_am
172,137,12,raw_am
172,200,16,raw_am
172,209,9,raw_am
172,211,5,raw_am
172,220,23,raw_am
172,258,12,raw_am
172,355,19,raw_am
172,371,42,raw_am
173,24,16,raw_am
173,25,46,raw_am
173,36,52,raw_am
173,37,27,raw_am
173,38,31,raw_am
173,43,40,raw_am
173,49,23,raw_am
173,50,27,raw_am
173,51,62,raw_am
173,53,13,raw_am
173,54,78,raw_am
173,55,51,raw_am
173,56,27,raw_am
173,57,103,raw_am
173,58,22,raw_am
173,66,48,raw_am
173,68,30,raw_am
173,73,19,raw_am
173,75,16,raw_am
173,89,26,raw_am
173,95,17,raw_am
173,97,19,raw_am
173,107,24,raw_am
173,125,15,raw_am
173,131,13,raw_am
173,157,61,raw_am
173,159,24,raw_am
173,173,19,raw_am
173,191,46,raw_am
173,197,18,raw_am
173,200,45,raw_am
173,202,14,raw_am
173,205,19,raw_am
173,209,24,raw_am
173,212,54,raw_am
173,218,6,raw_am
173,220,8,raw_am
173,279,12,raw_am
173,282,26,raw_am
173,335,39,raw_am
173,391,50,raw_am
173,393,24,raw_am
173,416,122,raw_am
173,442,24,raw_am
173,528,17,raw_am
173,585,24,raw_am
174,22,19,raw_am
174,36,14,raw_am
174,52,60,raw_am
174,54,24,raw_am
174,55,42,raw_am
174,77,24,raw_am
174,223,24,raw_am
174,300,17,raw_am
174,429,34,raw_am
175,23,34,raw_am
175,25,35,raw_am
175,44,55,raw_am
175,48,8,raw_am
175,50,20,raw_am
175,52,67,raw_am
175,57,16,raw_am
175,68,18,raw_am
175,125,59,raw_am
175,137,59,raw_am
175,150,45,raw_am
175,157,122,raw_am
175,165,113,raw_am
175,187,9,raw_am
175,204,67,raw_am
175,301,18,raw_am
175,391,67,raw_am
175,420,38,raw_am
175,538,21,raw_am
176,40,33,raw_am
176,42,8,raw_am
176,53,9,raw_am
176,55,12,raw_am
176,63,14,raw_am
176,65,16,raw_am
176,69,28,raw_am
176,74,38,raw_am
176,93,15,raw_am
176,146,12,raw_am
176,154,7,raw_am
176,158,13,raw_am
176,200,37,raw_am
176,201,13,raw_am
176,203,12,raw_am
176,210,25,raw_am
176,296,18,raw_am
176,371,16,raw_am
176,504,18,raw_am
177,25,16,raw_am
177,35,5,raw_am
177,36,19,raw_am
177,37,32,raw_am
177,38,62,raw_am
177,45,25,raw_am
177,46,22,raw_am
177,49,16,raw_am
177,50,16,raw_am
177,51,29,raw_am
177,53,40,raw_am
177,56,53,raw_am
177,57,79,raw_am
177,59,19,raw_am
177,63,9,raw_am
177,68,12,raw_am
177,70,15,raw_am
177,75,29,raw_am
177,77,37,raw_am
177,79,32,raw_am
177,89,37,raw_am
177,101,50,raw_am
177,104,15,raw_am
177,113,19,raw_am
177,122,10,raw_am
177,126,5,raw_am
177,145,11,raw_am
177,157,48,raw_am
177,165,33,raw_am
177,180,14,raw_am
177,186,17,raw_am
177,189,6,raw_am
177,200,14,raw_am
177,248,55,raw_am
177,273,18,raw_am
177,290,21,raw_am
177,299,14,raw_am
177,307,13,raw_am
177,313,21,raw_am
177,344,25,raw_am
177,391,29,raw_am
177,410,10,raw_am
177,476,29,raw_am
177,484,21,raw_am
178,38,23,raw_am
178,43,5,raw_am
178,51,8,raw_am
178,52,51,raw_am
178,54,13,raw_am
178,55,81,raw_am
178,57,32,raw_am
178,58,24,raw_am
178,65,38,raw_am
178,137,11,raw_am
178,165,14,raw_am
178,191,20,raw_am
178,195,22,raw_am
178,204,11,raw_am
178,425,10,raw_am
179,25,18,raw_am
179,35,18,raw_am
179,53,45,raw_am
179,54,10,raw_am
179,55,56,raw_am
179,57,23,raw_am
179,65,66,raw_am
179,66,54,raw_am
179,200,62,raw_am
179,427,45,raw_am
179,454,49,raw_am
180,391,10,raw_am
181,39,20,raw_am
181,53,21,raw_am
181,65,27,raw_am
181,67,15,raw_am
181,69,27,raw_am
181,76,16,raw_am
181,182,45,raw_am
181,192,47,raw_am
181,193,38,raw_am
181,197,28,raw_am
181,200,31,raw_am
181,213,33,raw_am
181,278,48,raw_am
181,313,38,raw_am
181,371,40,raw_am
182,36,25,raw_am
182,43,25,raw_am
182,45,18,raw_am
182,52,55,raw_am
182,55,15,raw_am
182,56,13,raw_am
182,57,14,raw_am
182,63,23,raw_am
182,65,17,raw_am
182,67,15,raw_am
182,77,19,raw_am
182,78,31,raw_am
182,92,15,raw_am
182,151,80,raw_am
182,157,16,raw_am
182,174,42,raw_am
182,180,7,raw_am
182,222,31,raw_am
182,359,72,raw_am
182,432,16,raw_am
182,434,32,raw_am
182,435,31,raw_am
182,442,21,raw_am
182,466,27,raw_am
182,504,105,raw_am
182,505,56,raw_am
182,520,15,raw_am
183,34,7,raw_am
183,38,32,raw_am
183,43,32,raw_am
183,45,34,raw_am
183,50,8,raw_am
183,51,29,raw_am
183,54,15,raw_am
183,55,58,raw_am
183,57,44,raw_am
183,65,14,raw_am
183,67,9,raw_am
183,157,29,raw_am
183,175,32,raw_am
183,178,14,raw_am
183,189,64,raw_am
183,200,49,raw_am
183,203,44,raw_am
183,250,73,raw_am
183,312,13,raw_am
183,391,73,raw_am
183,493,28,raw_am
183,564,10,raw_am
184,27,28,raw_am
184,40,11,raw_am
184,51,37,raw_am
184,53,13,raw_am
184,56,8,raw_am
184,57,9,raw_am
184,58,12,raw_am
184,68,42,raw_am
184,77,19,raw_am
184,209,19,raw_am
184,212,13,raw_am
184,217,27,raw_am
184,264,14,raw_am
184,279,20,raw_am
184,315,17,raw_am
184,437,39,raw_am
184,493,24,raw_am
185,42,16,raw_am
185,43,22,raw_am
185,47,16,raw_am
185,51,69,raw_am
185,57,37,raw_am
185,68,12,raw_am
185,71,16,raw_am
185,125,29,raw_am
185,415,14,raw_am
185,442,14,raw_am
186,51,30,raw_am
186,54,16,raw_am
186,57,17,raw_am
186,69,30,raw_am
186,165,59,raw_am
186,200,44,raw_am
186,204,4,raw_am
186,216,33,raw_am
186,461,14,raw_am
187,49,16,raw_am
187,56,11,raw_am
187,57,33,raw_am
187,68,62,raw_am
188,29,41,raw_am
188,35,33,raw_am
188,37,9,raw_am
188,48,22,raw_am
188,51,28,raw_am
188,55,82,raw_am
188,57,11,raw_am
188,60,32,raw_am
188,63,42,raw_am
188,69,46,raw_am
188,77,42,raw_am
188,218,32,raw_am
188,394,92,raw_am
188,566,92,raw_am
189,48,21,raw_am
189,52,24,raw_am
189,55,26,raw_am
189,56,11,raw_am
189,66,26,raw_am
189,70,24,raw_am
189,72,53,raw_am
189,145,16,raw_am
190,473,47,raw_am
191,21,13,raw_am
191,38,19,raw_am
191,42,13,raw_am
191,45,13,raw_am
191,46,18,raw_am
191,55,101,raw_am
191,57,22,raw_am
191,69,17,raw_am
191,77,13,raw_am
191,122,20,raw_am
191,126,9,raw_am
191,129,19,raw_am
191,157,24,raw_am
191,169,17,raw_am
191,195,22,raw_am
191,218,30,raw_am
191,243,14,raw_am
191,293,14,raw_am
191,391,26,raw_am
191,430,34,raw_am
191,436,13,raw_am
191,441,26,raw_am
191,459,26,raw_am
191,536,25,raw_am
192,212,52,raw_am
192,435,8,raw_am
193,36,34,raw_am
193,52,38,raw_am
193,54,16,raw_am
193,55,67,raw_am
193,58,15,raw_am
193,68,30,raw_am
193,241,30,raw_am
193,276,15,raw_am
193,359,76,raw_am
193,389,76,raw_am
194,25,4,raw_am
194,51,93,raw_am
194,57,9,raw_am
194,60,11,raw_am
194,65,22,raw_am
194,67,41,raw_am
194,159,9,raw_am
194,486,28,raw_am
195,35,28,raw_am
195,46,34,raw_am
195,49,13,raw_am
195,52,4,raw_am
195,54,90,raw_am
195,55,87,raw_am
195,56,33,raw_am
195,57,132,raw_am
195,59,34,raw_am
195,65,15,raw_am
195,93,93,raw_am
195,173,21,raw_am
195,195,16,raw_am
195,196,12,raw_am
195,203,18,raw_am
195,210,11,raw_am
195,212,93,raw_am
195,229,61,raw_am
195,273,28,raw_am
195,427,93,raw_am
195,453,45,raw_am
195,484,17,raw_am
196,15,22,raw_am
196,36,54,raw_am
196,48,14,raw_am
196,49,12,raw_am
196,50,12,raw_am
196,51,48,raw_am
196,54,30,raw_am
196,55,138,raw_am
196,57,31,raw_am
196,60,12,raw_am
196,65,13,raw_am
196,66,14,raw_am
196,67,17,raw_am
196,68,25,raw_am
196,77,9,raw_am
196,96,9,raw_am
196,173,42,raw_am
196,179,20,raw_am
196,204,48,raw_am
196,211,11,raw_am
196,212,15,raw_am
196,226,52,raw_am
196,267,36,raw_am
196,530,17,raw_am
197,17,40,raw_am
197,33,6,raw_am
197,38,65,raw_am
197,44,17,raw_am
197,52,18,raw_am
197,54,29,raw_am
197,55,123,raw_am
197,57,93,raw_am
197,168,11,raw_am
197,173,18,raw_am
197,187,13,raw_am
197,204,23,raw_am
197,452,59,raw_am
197,453,29,raw_am
197,484,17,raw_am
