route_id,service_id,trip_id,trip_headsign,direction_id
1,1,32830474,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830477,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830476,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830479,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830478,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830481,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830480,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830483,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830482,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830485,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830484,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830380,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830486,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830382,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830381,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830384,LINE 1 (YONGE-UNIVERSITY),1
